stid,stname,degree,strength,betweenness,harmonic_closeness,hubscore
1151,TONGEREN,4,0,00,5462,633333,47,797747,0,205492
1176,VERTRIJK,2,0,00,3216,361111,49,877791,0,204519
923,OKEGEM,2,0,00,2474,644289,50,576789,0,204277
1073,SINAAI,2,0,00,4888,400343,48,141287,0,204013
1242,WIJGMAAL,3,0,00,1530,183333,51,460058,0,203925
672,LA HULPE,2,0,00,12404,848341,40,571947,0,203286
1761,DELTA,4,0,00,765,958333,51,855254,0,201551
644,KONTICH-LINT,3,0,00,1586,416667,51,031090,0,201485
974,POULSEUR,2,0,00,15966,450000,36,726379,0,201249
138,BELSELE,2,0,00,4880,049550,47,488908,0,199693
975,PROFONDSART,2,0,00,12099,281674,40,305650,0,199562
1058,SCHELLEBELLE,3,0,00,1581,327778,50,688553,0,199212
541,HEIST-BERG,2,0,00,6589,658333,45,489474,0,197711
402,FLEMALLE-HTE,3,0,00,8217,441667,43,795139,0,197194
1226,WELKENRAEDT,5,0,00,4244,166667,47,706137,0,196988
457,GENVAL,2,0,00,12224,965007,39,758763,0,196802
1131,TERNAT,2,0,00,560,144641,51,318858,0,196708
518,HANSBEKE,2,0,00,2589,666667,49,233862,0,196243
996,RIVAGE,3,0,00,15825,450000,36,042084,0,195860
997,RIXENSART,2,0,00,12149,415007,39,680629,0,195801
187,BOOISCHOT,2,0,00,6477,158333,45,264430,0,195510
1081,SAINT-JOB,3,0,00,1698,346810,49,896602,0,194793
35,ANTOING,2,0,00,4864,388889,46,741880,0,194707
192,BORNEM,2,0,00,2045,177842,49,473356,0,194276
578,HOLLEKEN,2,0,00,5055,937500,46,389531,0,193646
860,MOORTSELE,2,0,00,2266,043912,49,157044,0,193641
319,DENDERMONDE,4,0,00,2762,212698,48,606689,0,193262
686,LANGDORP,3,0,00,4347,604762,47,001861,0,193054
64,ANTW-ZUID,3,0,00,3903,576904,47,323605,0,192277
209,BRUGELETTE,2,0,00,4870,815079,46,294660,0,191825
493,HAACHT,2,0,00,1629,828571,49,376646,0,190949
952,PAPIGNIES,2,0,00,1810,374603,49,090497,0,190250
74,ASSE,2,0,00,1989,605195,48,845923,0,189813
155,BIERSET-AW,2,0,00,924,277778,49,875628,0,189635
1150,TOLLEMBEEK,2,0,00,2563,544844,48,212574,0,189396
907,NIJLEN,2,0,00,6429,395238,44,193642,0,188199
837,MOENSBERG,2,0,00,813,173145,49,764321,0,188186
1017,RUISBR-SAUV,2,0,00,1972,292208,48,553862,0,187792
906,NIEUWKERKEN,2,0,00,4741,005170,45,764641,0,187517
819,MELSELE,5,0,00,4179,738503,46,298314,0,187365
427,FROYENNES,2,0,00,2452,553175,48,002875,0,187305
507,HAMBOS,2,0,00,1393,395238,48,861080,0,186045
781,MALDEREN,2,0,00,2158,809596,48,064074,0,185799
728,LIEGE-CARRE,2,0,00,1753,100000,48,428063,0,185547
868,MOUSCRON,4,0,00,2041,303175,47,976527,0,184464
1152,TORHOUT,2,0,00,6066,333333,43,973190,0,184402
1230,WESPEL-TILD,2,0,00,1484,728571,48,486152,0,184186
1265,ZELE,2,0,00,1704,505051,48,241243,0,184010
189,BOONDAEL,2,0,00,1512,170903,48,371797,0,183616
1082,ST-JOR-WEERT,2,0,00,7145,944444,42,776309,0,183581
1278,ZWIJNDRECHT,5,0,00,3043,168030,46,791584,0,183217
824,VIVIER D'OIE,2,0,00,1417,806007,48,304139,0,182562
345,EDE,2,0,00,2299,592352,47,099963,0,180409
1272,ZINGEM,2,0,00,2281,051190,47,116727,0,180398
488,G-BIJGAARDEN,2,0,00,620,508136,48,757611,0,180354
160,BISSEGEM,3,0,00,3312,000000,46,037921,0,180033
1063,SCLESSIN,2,0,00,929,383333,48,344730,0,179658
590,HOVE,3,0,00,1084,833333,48,174424,0,179553
82,AUVELAIS,3,0,00,9877,189358,39,421522,0,179366
1128,TEMSE,2,0,00,1726,711176,47,365672,0,178430
151,BEVEREN(W),2,0,00,4386,171837,44,690474,0,178192
247,CAMBRON-CAST,2,0,00,4578,148413,44,344368,0,177175
855,MONT-ST-GUIB,2,0,00,9706,020761,39,186002,0,176715
157,BILZEN,3,0,00,4147,716667,44,592616,0,176005
1087,ST-M-BODEGEM,2,0,00,312,513384,48,098790,0,174048
1079,RHODE-ST-G,2,0,00,4745,404167,43,589710,0,173325
1146,TIENEN,2,0,00,2711,027778,45,596841,0,173250
620,JEMEPPE-S-S,3,0,00,9451,818921,38,899175,0,173191
560,HERSEAUX,2,0,00,2025,853175,46,133370,0,172313
910,NINOVE,2,0,00,1947,144289,46,199638,0,172236
1092,SOIGNIES,3,0,00,1489,084127,46,600914,0,171888
361,ENGIS,2,0,00,7612,691667,40,468243,0,171518
104,AALST-KERREB,2,0,00,1103,733333,46,921333,0,171483
102,BAASRODE-ZD,2,0,00,1716,819120,46,289915,0,171332
1843,EVERGEM,2,0,00,1665,000000,46,291738,0,171008
604,INGELMUNSTER,3,0,00,1250,766667,46,661947,0,170741
707,LENS,3,0,00,4311,481746,43,607839,0,170629
1084,ST-MARIABURG,5,0,00,3543,028952,44,350472,0,170499
328,DILBEEK,2,0,00,367,910409,47,455856,0,170204
231,BUGGENHOUT,2,0,00,1821,295310,45,914471,0,169555
1056,SCHELDEWIND,2,0,00,1774,043912,45,873505,0,168981
438,GEMBLOUX,3,0,00,9136,337428,38,488388,0,168458
807,MAUBRAY,2,0,00,4349,388889,43,185558,0,168114
939,OUDENAARDE,4,0,00,2084,095635,45,429355,0,168088
136,BELLEM,2,0,00,2072,666667,45,440060,0,168084
1134,TESTELT,2,0,00,3862,521429,43,625785,0,167834
863,MORTSEL,3,0,00,60,200000,47,334612,0,167415
432,GALMAARDEN,2,0,00,2071,544844,45,325335,0,167327
399,FEXHE,2,0,00,1673,505556,45,666708,0,166976
701,LEDE,2,0,00,133,666667,47,148714,0,166676
1253,WICHELEN,2,0,00,667,911111,46,611780,0,166631
167,BLANMONT,2,0,00,9423,187428,37,923857,0,166628
954,PECROT,2,0,00,6800,811111,40,506283,0,166500
199,BOUWEL,2,0,00,5917,978571,41,311749,0,166039
1261,ZEDELGEM,2,0,00,5542,333333,41,603498,0,165509
348,EINE,2,0,00,1838,384524,45,235308,0,165225
267,CH'DFONTAINE,2,0,00,3537,166667,43,499591,0,164898
612,JAMIOULX,4,0,00,5480,000000,41,525666,0,164596
583,HOURAING,2,0,00,1307,124603,45,594617,0,164128
277,COMBL-TOUR,2,0,00,12963,116667,34,021527,0,164079
235,BURST,3,0,00,1914,392352,44,945068,0,163821
37,ANTWERPEN-C,3,0,00,954,531778,45,613912,0,161967
261,CHASTRE,2,0,00,9188,854095,37,385960,0,161591
877,LIERSESTWG,3,0,00,48,416667,46,455129,0,161588
841,MOLLEM,2,0,00,1466,348052,45,047280,0,161582
188,BOOM,2,0,00,1476,458874,45,006640,0,161382
1068,SERSKAMP,2,0,00,102,111111,46,343462,0,161206
793,MARCH-ZONE,4,0,00,4941,000000,41,509000,0,160990
1184,VICHTE,2,0,00,985,932143,45,408683,0,160828
366,ERNAGE,2,0,00,8968,187428,37,469356,0,160705
201,BRACQUEGNIES,3,0,00,3869,411905,42,381887,0,159745
523,HASSELT,5,0,00,2740,633333,43,437636,0,159325
458,G'BERGEN,4,0,00,1739,219447,44,349000,0,158787
210,BRUGGE,4,0,00,5098,333333,40,939965,0,158290
316,DE HOEK,2,0,00,4455,204167,41,533106,0,157996
870,MOUSTIER,3,0,00,8528,335714,37,435465,0,157630
1274,ZOTTEGEM,4,0,00,1410,712959,44,412500,0,157071
825,HERGENRATH,2,0,00,257,166667,45,308253,0,155444
1005,ROESELARE,2,0,00,1075,733333,44,478819,0,155331
628,JURBISE,3,0,00,3530,199206,42,003064,0,155068
1061,SCHULEN,4,0,00,2837,721429,42,673399,0,154958
739,LIMAL,2,0,00,6342,822222,39,174626,0,154822
58,ANTW-N'DOK'N,5,0,00,822,382953,44,618329,0,154600
938,OUDEGEM,2,0,00,467,977778,44,954292,0,154497
530,HAUTE-FLONE,2,0,00,7258,691667,38,199256,0,154386
1182,VIANE-MOERB,2,0,00,1602,544844,43,800040,0,154311
1060,SCHOONAARDE,2,0,00,429,611111,44,882503,0,153779
647,KORTEMARK,2,0,00,2216,000000,43,098984,0,153707
331,DOLHAIN-GIL,2,0,00,3004,833333,42,287091,0,153517
510,HAMOIR,2,0,00,12614,450000,32,709081,0,153236
61,ANTW-OOST,3,0,00,470,821429,44,751246,0,153188
410,FLORIVAL,2,0,00,6474,511111,38,766147,0,153006
764,LUCHTBAL,4,0,00,906,910350,44,198889,0,152406
252,CEROUX-MOUST,2,0,00,6058,660913,39,084557,0,152389
105,BALEGEM-DORP,2,0,00,1307,043912,43,794728,0,152359
1270,ZICHEM,2,0,00,3404,188095,41,691390,0,152213
809,MAZY,3,0,00,6077,427146,38,904958,0,151337
384,EZEMAAL,2,0,00,2215,527778,42,700353,0,151098
730,LIEGE-ST-LAM,2,0,00,1215,583333,43,533924,0,150061
784,MANAGE,3,0,00,1760,320635,42,993036,0,150058
1232,WOLFSTEE,2,0,00,5434,895238,39,293427,0,149708
1730,SINT-GILLIS,2,0,00,796,021068,43,836963,0,149320
324,DIEPENBEEK,2,0,00,2457,833333,42,165944,0,149176
848,MONS,4,0,00,4786,365873,39,761693,0,148563
259,CHARL-CENTR,5,0,00,2025,897222,42,492333,0,148508
902,NEUFVILLES,2,0,00,995,334127,43,467134,0,148195
400,FLAWINNE,3,0,00,7869,300000,36,633484,0,148110
246,CALLENELLE,2,0,00,3915,655556,40,551600,0,148078
1235,WEVELGEM,2,0,00,2765,000000,41,677914,0,147978
347,EICHEM,2,0,00,1429,644289,42,949938,0,147631
866,M-OUDE GOD,2,0,00,161,900000,44,091240,0,146869
326,DIEST,2,0,00,3053,788095,41,179902,0,146595
1218,WATERLOO,2,0,00,4192,004167,40,047458,0,146575
971,PONT-SERAING,2,0,00,426,716667,43,739707,0,146288
864,DEURNESTWG,2,0,00,37,000000,44,117912,0,146233
768,LUTTRE,3,0,00,3969,802579,40,201049,0,146138
424,FRANIERE,2,0,00,8191,569048,36,002903,0,146078
8,AALTER,2,0,00,1564,500000,42,576591,0,146065
1350,ZONHOVEN,3,0,00,3272,604762,40,828140,0,145715
710,LESSINES,2,0,00,816,957937,43,252756,0,145636
606,IZEGEM,2,0,00,932,250000,43,120218,0,145518
1186,VIJFHUIZEN,2,0,00,584,233333,43,378776,0,144950
30,ANTW-HAVEN,4,0,00,8,400000,43,909996,0,144688
1113,SY,2,0,00,12274,783333,31,726869,0,144611
106,BALEGEM-ZUID,2,0,00,891,477245,42,928772,0,144001
905,NIEL,2,0,00,1026,292208,42,749688,0,143705
406,FLOREFFE,2,0,00,7969,369048,35,713397,0,142744
68,ARCHENNES,2,0,00,6175,877778,37,450452,0,142466
66,ANZEGEM,2,0,00,706,711111,42,872725,0,142436
1018,ROUX,2,0,00,3258,674802,40,323576,0,142325
401,FLEMALLE-GDE,3,0,00,413,700000,43,114449,0,142116
1091,SLEIDINGE,2,0,00,1112,000000,42,365788,0,141751
153,BIERGES-WAL,2,0,00,6065,738889,37,438698,0,141674
22,AMAY,2,0,00,6935,608333,36,512983,0,141265
554,HERENTALS,3,0,00,5082,728571,38,211441,0,140349
